,funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,is_successful,category
8580,20500000.0,USA,CA,SF Bay Area,San Francisco,1,2002-01-01,2011-09-27,2011-09-27,0,Advertising
8585,3200000.0,USA,GA,Atlanta,Atlanta,3,2010-07-01,2011-07-26,2014-04-29,1,Advertising
8586,14000000.0,USA,FL,Orlando,Lake Mary,1,2002-01-01,2007-08-20,2007-08-20,1,Software
8589,1800000.0,USA,NY,New York City,New York,1,2009-01-01,2011-03-22,2011-03-22,0,Advertising
8590,1287500.0,USA,IL,Chicago,Chicago,1,2006-01-01,2007-11-20,2007-11-20,0,Human Resources
8591,8943200.0,DEU,12,DEU - Other,Oldenburg,2,2007-01-01,2011-07-28,2012-09-10,0,E-Commerce
8592,1500000.0,USA,CA,Los Angeles,Los Angeles,1,2014-01-01,2015-05-27,2015-05-27,0,Bicycles
8595,28426018.0,USA,CA,SF Bay Area,Campbell,6,2004-01-01,2007-02-01,2010-05-28,0,Web Hosting
8597,2500000.0,ISR,,,,1,2013-06-01,2013-12-01,2013-12-01,0,Software
8598,2100000.0,USA,CA,Los Angeles,Los Angeles,2,2012-10-01,2014-10-01,2015-04-20,0,Curated Web
8599,4340000.0,USA,CA,SF Bay Area,San Francisco,3,2008-11-20,2008-05-05,2010-11-03,1,Games
8602,450000.0,USA,NY,New York City,New York,2,2013-01-01,2013-04-18,2014-07-01,0,Bridging Online and Offline
8603,4000000.0,USA,MN,Minneapolis,Minneapolis,2,2009-01-01,2010-08-10,2012-07-27,0,News
8605,2831931.0,USA,OH,"Columbus, Ohio",Columbus,5,2010-04-01,2011-03-23,2014-07-07,0,Analytics
8606,19000000.0,USA,CA,SF Bay Area,Santa Clara,1,2002-01-01,2004-05-01,2004-05-01,1,Semiconductors
8608,182094.081942337,SWE,27,Malmo,Malmö,1,2012-08-15,2013-06-04,2013-06-04,0,Enterprise Software
8611,41799.0,GBR,I2,Manchester,Manchester,1,2014-10-01,2015-04-21,2015-04-21,0,Apps
8612,15510000.0,USA,NY,New York City,New York,1,1887-01-01,2008-11-17,2008-11-17,1,Biotechnology
8613,27550000.0,USA,CA,SF Bay Area,San Francisco,3,2011-11-01,2012-04-30,2015-06-09,0,Digital Media
8616,30600000.0,CHN,23,Shanghai,Shanghai,3,2008-01-01,2009-01-01,2015-03-03,0,Design
8617,16674.0,USA,CA,SF Bay Area,Los Gatos,2,2010-01-01,2014-12-19,2015-06-30,0,Nanotechnology
8618,3697600.0,IRL,7,Dublin,Dublin,3,2010-01-01,2010-05-01,2010-12-17,0,Billing
8619,640000.0,USA,CA,SF Bay Area,Oakland,1,2013-06-08,2014-01-15,2014-01-15,0,B2B
8620,3900000.0,USA,CA,SF Bay Area,Palo Alto,3,2007-01-01,2007-01-01,2009-09-03,0,Curated Web
8621,1000000.0,USA,IL,Chicago,Chicago,1,2012-07-12,2014-01-15,2014-01-15,0,Health Care
8623,1000000.0,USA,CA,SF Bay Area,San Jose,1,2010-01-01,2014-03-31,2014-03-31,0,Industrial
8624,500000.0,USA,CA,SF Bay Area,San Jose,4,2012-03-01,2013-01-01,2013-11-26,0,Biometrics
8626,1166000.0,USA,NE,Omaha,Omaha,1,2009-05-01,2015-02-26,2015-02-26,0,Transportation
8627,1600000.0,ARE,3,Dubai,Dubai,1,2013-07-05,2014-05-27,2014-05-27,0,Mobile
8630,132500000.0,USA,MA,Boston,Cambridge,2,2003-01-01,2012-01-26,2013-11-15,0,Biotechnology
8631,17000.0,USA,WA,Seattle,Seattle,1,2012-01-07,2014-05-01,2014-05-01,0,Maps
8634,884586.0,USA,IN,Indianapolis,Rushville,2,2003-01-01,2009-05-08,2010-03-05,0,Web Hosting
8636,705000.0,USA,MS,Jackson,Clinton,1,2006-01-01,2009-12-02,2009-12-02,0,Web Hosting
8637,16130527.0,GBR,H9,London,London,1,2005-05-01,2012-10-01,2012-10-01,0,Curated Web
8638,57000000.0,USA,IL,Chicago,Libertyville,3,1999-11-01,2002-10-07,2005-08-26,1,Hardware + Software
8641,21950000.0,USA,UT,Salt Lake City,Midvale,2,1984-01-01,2010-12-24,2012-03-14,0,Software
8642,25000.0,ARG,7,Buenos Aires,Buenos Aires,1,2012-08-01,2012-09-09,2012-09-09,0,Mobile
8643,3122503.0,USA,MA,Boston,Billerica,4,2002-01-01,2011-03-15,2014-01-28,0,Broadcasting
8645,1500000.0,IRL,7,Dublin,Dublin,1,2009-01-01,2013-11-04,2013-11-04,0,Broadcasting
8646,2574556.0,USA,NY,New York City,Brooklyn,1,2010-01-01,2012-12-10,2012-12-10,0,Android
8647,2700000.0,USA,CA,SF Bay Area,San Mateo,1,2007-11-01,2008-01-01,2008-01-01,0,Collaboration
8648,8105000.0,USA,CA,SF Bay Area,Livermore,6,2006-04-01,2008-12-03,2010-11-05,0,Software
8651,5750095.0,USA,CO,Denver,Denver,2,2003-01-01,2009-08-05,2010-10-25,1,Web Hosting
8653,44900000.0,USA,CA,SF Bay Area,Santa Clara,4,2000-06-01,2004-07-07,2007-09-11,1,Software
8655,41551329.0,USA,CA,SF Bay Area,San Jose,3,1998-01-01,2004-11-12,2009-07-01,1,Web Hosting
8656,50000.0,,,,,1,2014-02-01,2014-12-20,2014-12-20,0,Mobile Commerce
8657,44000000.0,USA,MD,"Washington, D.C.",Gaithersburg,3,1998-09-01,2002-09-09,2009-11-02,1,Software
8660,25000000.0,USA,NY,New York City,Rye,1,1996-01-01,2012-09-20,2012-09-20,0,Enterprise Software
8661,7500000.0,USA,CA,SF Bay Area,Santa Clara,1,1995-01-01,2003-02-04,2003-02-04,1,Games
8662,2154000.0,USA,CA,SF Bay Area,San Jose,3,2006-01-01,2009-08-27,2010-06-08,0,Public Relations
8663,300000000.0,CHE,7,Geneva,Geneva,1,1995-01-01,2010-01-20,2010-01-20,1,Computers
8665,60000.0,AUS,7,Melbourne,Richmond,2,2012-03-01,2012-04-01,2012-11-21,0,Education
8667,1000000.0,IND,10,Haryana,Haryana,1,2014-01-01,2015-07-24,2015-07-24,0,Apps
8668,10402868.417585,DEU,1,Stuttgart,Stuttgart,1,1994-01-01,1999-11-08,1999-11-08,1,Computers
8669,20000.0,USA,WA,Seattle,Vancouver,1,2010-03-10,2014-06-04,2014-06-04,0,Consumer Electronics
8672,150000.0,,,,,1,2014-01-01,2015-02-01,2015-02-01,0,E-Commerce
8673,75800000.0,USA,CA,SF Bay Area,Cupertino,4,2010-01-01,2011-06-22,2013-10-23,0,Security
8676,1300000.0,USA,TX,Austin,Austin,1,2014-01-01,2015-11-03,2015-11-03,0,Hospitality
8678,374000.0,CHL,12,Santiago,Santiago,3,2012-06-01,2013-01-15,2013-12-17,0,Crowdfunding
8679,507386.0,BRA,2,Sao Paulo,São Paulo,1,2014-06-01,2014-12-02,2014-12-02,0,Crowdfunding
8680,1478309.50380542,AUS,7,Melbourne,Melbourne,1,2014-02-01,2015-07-21,2015-07-21,0,Assisted Living
8682,8100.0,USA,MO,Branson,Branson,1,2014-07-23,2014-07-11,2014-07-11,0,Automotive
8684,25000.0,USA,MD,Baltimore,Owings Mills,1,2013-07-20,2013-09-30,2013-09-30,0,Consulting
8688,60000.0,IND,33,Goa,Goa,3,2012-01-01,2013-08-01,2014-04-04,0,E-Commerce
8689,150000.0,GBR,H9,London,London,1,2014-02-01,2015-01-20,2015-01-20,0,Android
8691,3000000.0,POL,77,Krakow,Kraków,1,2013-09-01,2013-09-01,2013-09-01,0,Advertising
8692,400000.0,USA,CO,Denver,Denver,1,2002-06-09,2006-12-15,2006-12-15,0,Search
8693,55000.0,USA,CA,SF Bay Area,Oakland,1,2011-03-11,2011-03-01,2011-03-01,0,Software
8694,5800000.0,USA,CA,SF Bay Area,San Francisco,1,2004-01-01,2006-01-03,2006-01-03,0,Software
8696,10000000.0,USA,TN,TN - Other,Utah,2,2001-01-01,2012-12-31,2015-05-11,0,Logistics
8697,483000.0,ISR,6,Tel Aviv,Jerusalem,2,2013-10-10,2012-10-08,2015-05-15,0,Algorithms
8698,1073497.0,FRA,A8,Paris,Paris,2,2008-02-01,2008-02-01,2008-09-01,0,Coupons
8699,5000345.0,USA,GA,Atlanta,Alpharetta,1,1986-01-01,2009-06-11,2009-06-11,0,Biotechnology
8700,10000000.0,USA,CA,Los Angeles,Los Angeles,1,2009-01-01,2014-02-26,2014-02-26,0,Hardware + Software
8706,600.0,USA,AZ,Phoenix,Mesa,1,2014-12-29,2014-12-29,2014-12-29,0,Networking
8707,800000.0,USA,PA,Philadelphia,Bryn Mawr,1,1885-01-01,2013-12-18,2013-12-18,0,Education
8709,6000.0,,,,,1,2015-04-15,2015-04-15,2015-04-15,0,Delivery
8712,4205000.0,USA,NJ,Newark,North Bergen,5,2008-01-01,2008-04-01,2011-10-01,0,Gps
8714,166791.0,GBR,H9,London,London,1,2011-01-01,2014-02-27,2014-02-27,0,Transportation
8716,8200000.0,USA,CA,SF Bay Area,Redwood City,2,2008-12-19,2009-02-01,2014-08-13,0,E-Commerce
8717,51000000.0,USA,IL,Chicago,Chicago,1,1996-01-01,2014-04-02,2014-04-02,1,Health Care
8718,6660000.0,AUS,2,Sydney,Surry Hills,2,2008-01-01,2008-06-24,2010-08-23,0,Clean Technology
8720,100000.0,,,,,1,2014-12-01,2015-01-22,2015-01-22,0,Advertising
8721,450000.0,SGP,,Singapore,Singapore,2,2013-05-01,2013-03-01,2014-04-01,0,Banking
8723,5000000.0,CHN,23,Shanghai,Shanghai,1,2011-06-01,2013-11-18,2013-11-18,0,Bitcoin
8724,303204.0,LVA,25,Riga,Riga,1,2015-01-01,2015-01-01,2015-01-01,0,Bitcoin
8725,7300000.0,USA,CA,SF Bay Area,San Francisco,2,2013-10-01,2014-06-05,2014-12-24,0,Bitcoin
